STDNT_AGE,STDNT_GENDER,STDNT_BACKGROUND,IN_STATE_FLAG,STDNT_MAJOR,STDNT_TEST_ENTRANCE_COMB,FIRST_TERM,CORE_COURSE_NAME_1_F,CORE_COURSE_GRADE_1_F,CORE_COURSE_NAME_2_F,CORE_COURSE_GRADE_2_F,CORE_COURSE_NAME_3_F,CORE_COURSE_GRADE_3_F,CORE_COURSE_NAME_4_F,CORE_COURSE_GRADE_4_F,SECOND_TERM,CORE_COURSE_NAME_1_S,CORE_COURSE_GRADE_1_S,CORE_COURSE_NAME_2_S,CORE_COURSE_GRADE_2_S,CORE_COURSE_NAME_3_S,CORE_COURSE_GRADE_3_S,HOUSING_STS,RETURNED_2ND_YR,DISTANCE_FROM_HOME,HIGH_SCHL_GPA,FATHER_HI_EDU_CD,MOTHER_HI_EDU_CD,DEGREE_GROUP_CD,FIRST_TERM_ATTEMPT_HRS,FIRST_TERM_EARNED_HRS,SECOND_TERM_ATTEMPT_HRS,SECOND_TERM_EARNED_HRS,GROSS_FIN_NEED,COST_OF_ATTEND,EST_FAM_CONTRIBUTION,UNMET_NEED
18,F,BGD 1,Y,Mathematics and Secondary Ed,1070.0,200508,ARTH 1100,B,HIST 2112,B,ENGL 1101,A,ITDS 2735,A,200602,ENGL 1102,B,MATH 1111,A,ENGL 1102,B,Off Campus,1,69.0,3.25,3.0,3.0,B,13,13,12.0,12.0,0,0,0,0.0
18,F,BGD 1,Y,Exercise Science,950.0,200608,ARTH 1100,B,COMM 1110,B,ENGL 1101,A,POLS 1101,A,200702,HIST 2111,B,ENGL 1102,A,PSYC 1101,A,Off Campus,1,90.0,3.56,3.0,3.0,B,12,12,15.0,11.0,827940,1504980,677040,371280.0
18,F,BGD 1,Y,Early Childhood Education,990.0,200708,ARTH 1100,B,ECON 2106,B,ENGL 1101,A,ENGL 1101,A,200802,HIST 2112,B,ENGL 1102,A,ITDS 2735,A,Off Campus,1,69.0,3.0,3.0,3.0,B,15,15,14.0,14.0,173400,1189920,1016520,-153480.0
18,F,BGD 2,Y,Marketing,1070.0,200708,ARTH 1100,B,ENGL 1101,B,POLS 1101,B,COMM 1110,A,200802,ENGL 1102,B,HIST 2111,A,ENGL 1102,B,Off Campus,1,69.0,3.4,3.0,3.0,B,17,17,14.0,10.0,0,0,0,0.0
18,F,BGD 1,Y,Psychology,950.0,200808,ARTH 1100,B,ENGL 1101,B,MATH 1111,B,PSYC 1101,B,200902,SPAN 1002,B,COMM 1110,A,ENGL 1102,A,Off Campus,1,0.0,2.64,3.0,3.0,B,15,15,15.0,15.0,0,0,0,0.0
18,F,BGD 3,Y,Chemistry,990.0,200808,ARTH 1100,B,CHEM 1211,B,SPAN 1001,B,CHEM 1211L,A,200902,SPAN 1002,B,ENGL 1102,A,MATH 1113,A,On Campus,1,59.0,3.0,2.0,2.0,B,13,13,16.0,16.0,1306020,1306020,0,407580.0
18,M,BGD 1,Y,Management,1070.0,200808,ARTH 1100,B,ECON 2106,B,ENGL 1101,B,HIST 2112,B,200902,MATH 1132,B,ECON 2105,A,ENGL 1102,A,Off Campus,1,0.0,3.23,3.0,2.0,B,15,15,16.0,16.0,88920,1346640,1257720,-258660.0
18,F,BGD 3,Y,Pre-Nursing,1190.0,200908,ARTH 1100,B,CHEM 1151,B,MATH 2125,B,CHEM 1151L,A,201002,POLS 1101,B,MATH 1101,A,ENGL 1102,B,Off Campus,1,0.0,3.5,4.0,2.0,B,14,14,14.0,10.0,1324500,1324500,0,31800.0
18,M,BGD 1,Y,History and Secondary Ed,1030.0,200608,ASTR 1105,B,HIST 2112,B,ENGL 1101,A,ECON 2105,A,200702,MATH 1101,B,ENGL 1102,A,FREN 1001,A,Off Campus,1,69.0,3.46,3.0,3.0,B,15,15,13.0,13.0,0,0,0,0.0
18,F,BGD 1,Y,Early Childhood Education,1030.0,200708,BIOL 1125,B,ENGL 1101,B,MUSC 1100,A,ENGL 1101,A,200802,POLS 2401,B,ENGL 1102,A,HIST 2112,A,Off Campus,1,0.0,3.69,2.0,3.0,B,12,12,16.0,12.0,1098600,1189920,91320,549120.0
18,F,BGD 1,Y,Mathematics,1110.0,200908,BIOL 1215K,B,ENGL 1101,B,POLS 1101,B,MATH 1113,A,201002,ARTH 1100,B,ENGL 1102,A,HIST 1112,A,On Campus,1,69.0,3.6,2.0,2.0,B,16,16,15.0,15.0,1149960,1418100,268140,337680.0
18,F,BGD 1,Y,Nursing,1070.0,200608,CHEM 1151,B,MATH 1113,B,CHEM 1151L,A,COMM 1110,A,200702,HIST 2112,B,ENGL 1101,A,ITDS 1155,A,On Campus,1,0.0,3.5,3.0,3.0,B,16,16,14.0,14.0,0,0,0,0.0
18,F,BGD 3,N,Nursing,1110.0,200808,CHEM 1151,B,POLS 1101,B,CHEM 1151L,A,ENGL 1101,A,200902,HIST 2111,B,ARTH 1100,A,ENGL 1102,A,On Campus,1,137.0,3.85,2.0,3.0,B,16,16,16.0,16.0,1392240,1392240,0,649380.0
18,F,BGD 1,Y,Pre-Nursing,1030.0,200808,CHEM 1151,B,ENGL 1101,B,ARTH 1100,A,CHEM 1151L,A,200902,HIST 2112,B,COMM 1110,A,ENGL 1102,A,On Campus,1,90.0,3.28,3.0,3.0,B,16,12,16.0,16.0,0,0,0,0.0
18,F,BGD 1,Y,Pre-Nursing,990.0,200808,CHEM 1151,B,ENGL 1101,B,CHEM 1151L,A,COMM 1110,A,200902,STAT 1127,B,CPSC 1105,A,ENGL 1102,A,Off Campus,1,69.0,3.5,2.0,3.0,B,13,13,13.0,13.0,0,1255740,2017800,-347580.0
17,F,BGD 1,Y,Pre-Nursing,1110.0,201008,CHEM 1151,B,PSYC 1101,B,CPSC 1105,A,CHEM 1151L,A,201102,POLS 1101,B,ENGL 1101,A,HIST 2111,A,On Campus,1,0.0,4.0,3.0,3.0,B,15,14,16.0,16.0,0,0,0,0.0
18,F,BGD 1,Y,Exercise Science,590.0,200708,CHEM 1151L,B,COMM 1110,B,MATH 1113,B,CHEM 1151,A,200802,MUSC 1100,B,ENGL 1102,A,PSYC 1101,A,On Campus,1,138.0,3.23,3.0,3.0,B,16,16,16.0,16.0,0,0,0,0.0
18,F,BGD 1,Y,Nursing,950.0,200708,CHEM 1151L,B,COMM 1110,B,ENGL 1101,B,CHEM 1151,A,200802,HIST 2111,B,ENGL 1102,A,THEA 1100,A,On Campus,0,138.0,3.13,3.0,3.0,B,14,14,16.0,16.0,626940,1245480,618540,219180.0
18,M,BGD 1,Y,Chemistry,1110.0,200608,CHEM 1211,B,CHEM 1211L,B,ENGL 1101,B,MUSC 1100,B,200702,HIST 2112,B,ENGL 1102,A,MATH 1132,A,On Campus,1,150.0,3.38,3.0,3.0,B,17,17,14.0,14.0,0,0,0,0.0
18,F,BGD 3,Y,Chemistry,990.0,200708,CHEM 1211,B,MATH 1111,B,CHEM 1211L,A,COMM 1110,A,200802,MATH 1113,B,ITDS 2726,A,ARTH 1100,B,On Campus,1,150.0,3.52,3.0,3.0,B,15,15,15.0,15.0,0,0,0,0.0
17,F,BGD 1,Y,Accounting,910.0,200808,CHEM 1211,B,ENGL 1101,B,PSYC 1101,B,CHEM 1211L,A,200902,ANTH 1105,B,ENGL 1102,A,ITDS 2735,A,Off Campus,1,69.0,3.74,2.0,2.0,B,16,16,14.0,14.0,0,0,0,0.0
19,M,BGD 1,N,Biology,1300.0,201008,CHEM 1211,B,CHEM 1211L,B,BIOL 1215K,A,ENGL 1101,A,201102,HIST 2111,B,COMM 1110,A,ENGL 1102,A,Off Campus,1,69.0,2.94,1.0,1.0,B,15,15,13.0,13.0,0,0,0,0.0
18,F,BGD 1,Y,Biology,590.0,200708,CHEM 1211L,B,POLS 1101,B,CHEM 1211,A,MUSC 1100,A,200802,COMM 1110,B,ENGL 1102,A,MUSC 1100,A,Off Campus,1,69.0,3.36,2.0,2.0,B,17,17,14.0,11.0,0,0,0,0.0
18,F,BGD 4,Y,Biology,990.0,200908,CHEM 1211L,B,ENGL 1101,B,MATH 1111,B,CHEM 1211,A,201002,MATH 1113,B,COMM 1110,A,HIST 2112,A,Off Campus,1,69.0,3.68,3.0,2.0,B,15,15,19.0,19.0,1316580,1316580,0,150660.0
18,M,BGD 1,Y,Chemistry,990.0,201008,CHEM 1211L,B,ENGL 1101,B,MATH 1111,B,CHEM 1211,A,201102,BIOL 1215K,B,ECON 2105,A,MATH 1113,A,Off Campus,1,90.0,3.6,3.0,2.0,B,13,13,14.0,14.0,0,0,0,0.0
18,M,BGD 1,Y,Joint Enrollment - Accel,1150.0,201008,CHEM 1211L,B,HIST 2112,B,MATH 1111,B,CHEM 1211,A,201102,ENGL 1102,B,BIOL 1215K,A,MATH 1113,A,Off Campus,1,69.0,3.6,3.0,2.0,B,13,13,17.0,17.0,0,150540,0,-139140.0
18,F,BGD 4,Y,Nursing,990.0,200508,COMM 1110,B,ENGL 1101,B,POLS 1101,B,MATH 1101,A,200602,HIST 2111,B,ENGL 1102,A,ITDS 2735,A,Off Campus,1,69.0,3.5,2.0,3.0,B,14,14,14.0,11.0,268680,1151640,882960,-169500.0
17,M,BGD 6,Y,Biology,530.0,200608,COMM 1110,B,MATH 1111,B,CHEM 1211,A,CHEM 1211L,A,200702,POLS 1101,B,ENGL 1102,A,MATH 1113,A,Off Campus,1,69.0,3.4,1.0,2.0,B,16,16,17.0,17.0,1503900,1504980,1080,919740.0
18,M,BGD 1,Y,Criminal Justice,950.0,200708,COMM 1110,B,MATH 1101,B,SPAN 1001,B,CHEM 1151,A,200802,POLS 1101,B,ENGL 1102,A,COMM 1110,A,On Campus,1,91.0,3.43,2.0,3.0,B,16,16,15.0,15.0,0,0,0,0.0
18,F,BGD 1,Y,Undeclared,990.0,200708,COMM 1110,B,HIST 2112,B,ENGL 1101,A,MATH 1111,A,200802,ENGL 1102,B,CHEM 1151,A,CHEM 1151L,A,On Campus,1,188.0,3.43,3.0,3.0,B,16,16,14.0,14.0,0,0,0,0.0
18,F,BGD 1,Y,Music Education,1110.0,200808,COMM 1110,B,HIST 2111,B,MATH 1111,A,MUSC 1100,A,200902,PHYS 1125,B,ENGL 1102,A,ITDS 2735,A,Off Campus,1,138.0,3.16,2.0,2.0,B,13,13,15.0,15.0,0,0,0,0.0
18,F,BGD 1,Y,Nursing,990.0,200808,CPSC 1105,B,CHEM 1151,B,ITDS 2735,B,THEA 1100,B,200902,ENGL 1101,B,MATH 1101,A,ENGL 1102,B,Off Campus,1,0.0,3.4,2.0,2.0,B,14,14,13.0,13.0,0,1255740,2427120,-347580.0
18,M,BGD 1,Y,Undeclared,870.0,200908,CPSC 1105,B,HIST 1112,B,HIST 2112,B,MUSC 1100,A,201002,SOCI 1101,B,ARTH 1100,A,ENGL 1101,A,Off Campus,1,69.0,3.76,2.0,2.0,B,12,12,13.0,9.0,0,0,226200,0.0
18,M,BGD 1,Y,Undeclared,990.0,200908,CPSC 1105,B,ENGL 1102,B,POLS 1101,A,MUSC 1100,A,201002,BIOL 1125,B,HIST 1112I,A,MATH 1111,A,Off Campus,1,0.0,3.26,3.0,3.0,B,14,14,15.0,15.0,0,1324500,4166340,-417420.0
18,M,BGD 4,Y,Applied Computer Science,990.0,200708,CPSC 1301,B,CPSC 1301L,B,ENGL 1101,B,MUSC 1100,A,200802,MATH 1111,B,COMM 1110,A,ENGL 1102,A,Off Campus,1,0.0,3.63,2.0,3.0,B,16,12,18.0,15.0,0,0,0,0.0
18,F,BGD 1,Y,Applied Computer Science,1150.0,200808,CPSC 1301,B,ENGL 1101,B,MATH 1131,B,CPSC 1301L,A,200902,HIST 2111,B,COMM 1110,A,ENGL 1102,A,On Campus,1,69.0,3.82,3.0,3.0,B,16,16,16.0,16.0,0,0,0,0.0
19,M,BGD 1,Y,Applied Computer Science,1340.0,200908,CPSC 1301,B,ECON 2105,B,POLS 1101,B,CPSC 1301L,A,201002,THEA 1100,B,HIST 1112I,A,SPAN 1001,A,Off Campus,1,69.0,3.69,3.0,3.0,B,13,13,16.0,12.0,655980,1417380,761400,58560.0
19,M,BGD 3,Y,Management,950.0,200608,ECON 2105,B,ENGL 1101,B,PSYC 1101,B,POLS 1101,A,200702,ENGL 1102,B,ECON 2106,A,ENGL 1102,B,On Campus,1,69.0,3.62,4.0,2.0,B,15,15,12.0,12.0,0,0,0,0.0
17,F,BGD 1,Y,Management,1070.0,200608,ECON 2106,B,MATH 1111,B,ARTH 1100,A,COMM 1110,A,200702,MATH 1113,B,ENGL 1102,A,POLS 1101,A,On Campus,0,150.0,3.83,2.0,3.0,B,16,16,17.0,17.0,0,1176420,1320180,-317160.0
18,F,BGD 6,Y,Biology,1190.0,201008,ECON 2106,B,PSYC 1101,B,BIOL 1215K,A,HIST 2112,A,201102,CHEM 1211L,B,CHEM 1211,A,ENGL 1102,A,Off Campus,1,69.0,3.7,2.0,2.0,B,17,13,17.0,17.0,0,0,0,0.0
18,F,BGD 3,Y,Pre-Business,990.0,201008,ECON 2106,B,HIST 2111,B,MATH 1113,A,LEAD 1705,A,201102,ECON 2105,B,BIOL 1215K,A,MATH 1125,A,On Campus,1,176.0,4.0,2.0,3.0,B,14,14,17.0,17.0,0,0,0,0.0
17,F,BGD 3,Y,Chemistry,1110.0,200508,ENGL 1101,B,HIST 2111,B,POLS 1101,B,COMM 1110,A,200602,ENGL 1102,B,ECON 2106,A,MATH 1111,A,Off Campus,1,69.0,3.26,2.0,2.0,B,14,14,13.0,13.0,0,1138980,1200780,-288180.0
18,M,BGD 3,Y,Music Education,1110.0,200508,ENGL 1101,B,MUSC 1100,B,MUSC 1100,B,Unknown,C,200602,POLS 1101,B,ENGL 1102,A,MATH 1111,B,On Campus,1,59.0,3.79,2.0,3.0,B,13,13,16.0,13.0,0,0,0,0.0
18,F,BGD 1,Y,Criminal Justice,1070.0,200508,ENGL 1101,B,MATH 1111,B,ANTH 1105,A,COMM 1110,A,200602,ENGL 1102,B,HIST 2111,A,PSYC 1101,A,On Campus,0,138.0,3.6,1.0,2.0,B,16,16,14.0,14.0,298620,1146420,847800,10440.0
18,M,BGD 1,Y,Undeclared,990.0,200508,ENGL 1101,B,ITDS 2735,B,THEA 1100,B,HIST 2111,A,200602,ENGL 1102,B,COMM 1110,A,ECON 2105,A,On Campus,1,90.0,3.21,2.0,3.0,B,13,13,12.0,12.0,0,1138980,4031040,-408180.0
18,M,BGD 3,Y,Applied Computer Science,1190.0,200508,ENGL 1101,B,HIST 2112,B,MUSC 1100,B,CPSC 1301,A,200602,ANTH 1105,B,ITDS 1155,A,ITDS 2726,A,Off Campus,1,69.0,3.31,4.0,3.0,B,15,15,13.0,13.0,0,0,0,0.0
17,F,BGD 6,Y,Nursing,990.0,200608,ENGL 1101,B,MATH 1111,B,ARTH 1100,A,CHEM 1151,A,200702,COMM 1110,B,ENGL 1102,A,HIST 2112,A,Off Campus,1,69.0,3.86,1.0,1.0,B,15,15,16.0,16.0,0,0,0,0.0
18,M,BGD 1,Y,Biology,990.0,200608,ENGL 1101,B,HIST 2111,B,MATH 1111,B,MUSC 1100,B,200702,ENGL 1102,B,SPAN 1001,A,POLS 1101,B,Off Campus,1,69.0,3.73,2.0,3.0,B,14,11,15.0,12.0,462480,1187280,724800,163320.0
18,F,BGD 3,Y,Nursing,990.0,200608,ENGL 1101,B,HIST 2112,B,CHEM 1151,A,CHEM 1151L,A,200702,ENGL 1102,B,ITDS 2735,A,MATH 1101,A,On Campus,1,136.0,3.37,2.0,2.0,B,13,13,14.0,14.0,489900,1176420,686520,190740.0
19,M,BGD 1,Y,Theatre Arts,1070.0,200608,ENGL 1101,B,HIST 2111,B,MUSC 1100,B,ENGL 1101,A,200702,ITDS 2735,B,ARTH 1100,A,PSYC 1101,A,On Campus,1,215.0,3.53,3.0,2.0,B,15,15,12.0,12.0,882240,1160520,0,594240.0
18,F,BGD 1,Y,Undeclared,950.0,200608,ENGL 1101,B,HIST 2111,B,ARTH 1100,A,PSYC 1101,A,200702,HIST 2112,B,COMM 1110,A,ENGL 1102,A,On Campus,1,69.0,2.93,3.0,3.0,B,15,15,12.0,12.0,0,1176420,1475460,-299160.0
18,F,BGD 1,Y,Music Education,1220.0,200608,ENGL 1101,B,MATH 1113,B,COMM 1110,A,Unknown,C,200702,ENGL 1102,B,ENVS 1105,A,MUSC 1100,A,Off Campus,1,208.0,4.0,3.0,3.0,B,13,13,17.0,17.0,0,0,0,0.0
17,M,BGD 1,Y,Theatre Arts,1190.0,200608,ENGL 1101,B,THEA 1100,B,THEA 1100,B,ENGL 1101,A,200702,ENGL 1102,B,MATH 1101,A,HIST 2111,B,On Campus,1,69.0,3.6,3.0,3.0,B,16,15,17.0,17.0,0,0,0,0.0
18,F,BGD 1,Y,Management,1150.0,200608,ENGL 1101,B,HIST 1112,B,MATH 1113,B,POLS 1101,A,200702,ECON 2106,B,COMM 1110,A,ENGL 1102,A,On Campus,1,69.0,3.87,3.0,3.0,B,15,15,15.0,15.0,0,0,0,0.0
18,M,BGD 1,Y,Undeclared,990.0,200608,ENGL 1101,B,MATH 1101,B,ECON 2106,A,MUSC 1100,A,200702,ECON 2105,B,ENGL 1102,A,HIST 2112,A,Off Campus,1,0.0,3.36,2.0,3.0,B,13,13,14.0,14.0,564660,1187280,622620,265500.0
18,F,BGD 1,Y,Art,990.0,200708,ENGL 1101,B,HIST 2112,B,ARTH 1100,A,ITDS 2726,B,200802,FREN 1001,B,COMM 1110,A,ENGL 1102,B,Off Campus,1,69.0,3.65,3.0,2.0,B,12,12,17.0,13.0,0,0,0,0.0
18,F,BGD 6,Y,Marketing,990.0,200808,ENGL 1101,B,STAT 1127,B,HIST 2111,A,LEAD 1705,A,200902,ENGL 1102,B,ITDS 2735,A,MATH 1111,A,On Campus,1,150.0,3.53,3.0,3.0,B,16,16,14.0,14.0,0,0,0,0.0
18,M,BGD 1,Y,Undeclared,990.0,200808,ENGL 1101,B,MUSC 1100,B,CPSC 1301,A,CPSC 1301L,A,200902,ENGL 1102,B,HIST 2111,A,ENGL 1102,B,Off Campus,1,69.0,3.26,3.0,3.0,B,12,12,15.0,11.0,0,0,0,0.0
18,M,BGD 1,N,Undeclared,1190.0,200808,ENGL 1101,B,MATH 1111,B,HIST 2111,A,THEA 1100,A,200902,ECON 2105,B,ANTH 1105,A,ENGL 1102,A,Off Campus,1,69.0,3.47,4.0,3.0,B,16,16,14.0,14.0,0,0,0,0.0
18,F,BGD 3,Y,Pre-Nursing,910.0,200908,ENGL 1101,B,HIST 2111,B,PSYC 1101,B,BIOL 1215K,A,201002,CHEM 1151,B,CHEM 1151L,A,COMM 1110,A,On Campus,1,188.0,3.8,4.0,2.0,B,16,16,16.0,16.0,1272420,1418100,145680,312000.0
18,F,BGD 1,N,Music Performance,1070.0,200908,ENGL 1101,B,MATH 1111,B,MUSC 1100,A,PHYS 1125,A,201002,ENGL 1102,B,ITDS 2735,A,ITDS 2735,A,On Campus,1,666.0,3.8,3.0,3.0,B,14,14,14.0,14.0,1305120,1418100,112980,281400.0
18,F,BGD 1,Y,French,1070.0,201008,ENGL 1101,B,MUSC 1100,B,FREN 1002,A,JAPN 1001,A,201102,MATH 1111,B,ANTH 1105I,A,ENGL 1102,A,On Campus,1,69.0,3.92,2.0,2.0,B,15,15,18.0,18.0,0,0,166380,0.0
17,F,BGD 1,Y,Early Childhood Education,830.0,201008,ENGL 1101,B,HIST 2111,B,MATH 1111,B,SPAN 1001,A,201102,BIOL 1215K,B,CPSC 1105,A,ENGL 1102,A,Off Campus,1,69.0,3.42,3.0,3.0,B,14,14,16.0,16.0,0,0,0,0.0
18,F,BGD 1,Y,Accounting,990.0,200508,ENVS 1105,B,HIST 2111,B,ARTH 1100,A,POLS 1101,A,200602,ENGL 1101,B,ITDS 2735,A,MATH 1111,A,Off Campus,1,69.0,3.92,1.0,1.0,B,15,15,15.0,15.0,282960,1151640,868680,-5220.0
18,F,BGD 2,Y,Psychology,910.0,200908,ENVS 1105I,B,HIST 1112I,B,GEOG 1101I,A,PSYC 1101,A,201002,ENGL 1101,B,SPAN 1002,A,COMM 1110,A,Off Campus,1,69.0,3.06,3.0,3.0,B,15,15,13.0,9.0,0,1324500,1397520,-417420.0
18,M,BGD 1,Y,Theatre Arts,1110.0,200908,GEOG 1101I,B,HIST 1112I,B,ENVS 1105I,A,ARTH 1100I,A,201002,CPSC 1105,B,COMM 1110,A,ENGL 1102,A,On Campus,1,150.0,3.37,3.0,3.0,B,16,16,16.0,16.0,411540,1418100,1006560,-5880.0
18,F,BGD 6,Y,Undeclared,1190.0,201008,GEOL 1110,B,HIST 1112,B,ECON 2106,A,MATH 1111,A,201102,BIOL 1215K,B,COMM 1110,A,POLS 1101,A,Off Campus,1,0.0,3.4,3.0,3.0,B,15,15,13.0,13.0,0,0,0,0.0
18,F,BGD 1,Y,Theatre Arts,1260.0,200608,HIST 1111,B,THEA 1100,B,THEA 1100,B,ENGL 1101,A,200702,ENGL 1102,B,PSYC 1101,A,HIST 2111,B,Off Campus,1,150.0,2.58,3.0,3.0,B,13,12,13.0,13.0,783180,1176420,393240,326520.0
18,F,BGD 1,Y,Political Science,1190.0,200708,HIST 1111,B,POLS 1101,B,SPAN 1002,A,ANTH 1105,A,200802,HIST 2111,B,LEAD 1705,A,THEA 1100,A,Off Campus,0,69.0,3.06,3.0,3.0,B,14,14,14.0,14.0,1102500,1245480,142980,397020.0
18,F,BGD 1,Y,Accounting,950.0,200708,HIST 2111,B,THEA 1100,B,ENGL 1101,A,ENGL 1101,A,200802,ENGL 1102,B,ITDS 2735,A,ITDS 2746,A,Off Campus,1,69.0,3.93,2.0,3.0,B,13,13,16.0,12.0,381240,1189920,808680,54360.0
18,F,BGD 1,Y,Biology,1150.0,200708,HIST 2111,B,MATH 1113,B,PSYC 1101,A,ENGL 1101,A,200802,ENGL 1102,B,COMM 1110,A,ITDS 2735,A,Off Campus,1,69.0,3.75,3.0,3.0,B,15,15,13.0,13.0,706200,1297440,591240,298380.0
18,M,BGD 1,Y,Communication,950.0,200508,HIST 2112,B,THEA 1100,B,ENGL 1102,A,MATH 1101,A,200602,POLS 1101,B,COMM 1110,A,SPAN 1001,A,On Campus,1,138.0,3.79,3.0,4.0,B,12,12,15.0,15.0,0,0,0,0.0
18,F,BGD 1,Y,English and Secondary Ed,1150.0,200708,HIST 2112,B,SPAN 1002,B,MATH 1101,A,THEA 1100,A,200802,ENVS 1105,B,ENGL 1102,A,POLS 2401,A,On Campus,1,138.0,3.04,3.0,3.0,B,16,16,15.0,15.0,0,0,0,0.0
18,F,BGD 3,Y,Pre-Nursing,1220.0,201008,STAT 1127,B,POLS 1101,B,ENGL 1101,A,ITDS 2735,A,201102,MUSC 1100,B,CHEM 1151,A,CHEM 1151L,A,On Campus,1,0.0,3.6,3.0,3.0,B,13,13,17.0,17.0,0,0,0,0.0
18,F,BGD 1,Y,Pre-Nursing,950.0,200808,ARTH 1100,C,ENGL 1101,B,HIST 2112,A,MATH 1101,A,200902,COMM 1110,B,ENGL 1102,A,ITDS 2749,A,Off Campus,0,69.0,3.2,3.0,2.0,B,15,15,7.0,7.0,0,1355760,2020440,-347580.0
18,M,BGD 1,Y,English Language/Literature,1300.0,200508,ASTR 1105,C,COMM 1110,B,FREN 1001,B,MUSC 1100,B,200602,HIST 2112,B,ENGL 1102,A,POLS 1101,A,Off Campus,1,69.0,2.87,2.0,2.0,B,15,12,12.0,12.0,776340,1151640,375300,388860.0
18,F,BGD 1,Y,Art,1030.0,200708,BIOL 1125,C,ENGL 1101,B,MATH 1111,B,ITDS 2726,B,200802,MUSC 1100,B,ENGL 1102,A,HIST 2112,A,Off Campus,1,69.0,3.14,3.0,3.0,B,15,15,15.0,15.0,0,1189920,1314600,-326880.0
18,F,BGD 1,Y,Middle Grades Education,950.0,200708,BIOL 1125,C,ENGL 1101,B,COMM 1110,A,MUSC 1100,A,200802,HIST 2112,B,ENGL 1102,A,SPAN 1001,A,Off Campus,1,69.0,3.43,2.0,2.0,B,12,12,12.0,12.0,664380,1285860,621480,337500.0
18,F,BGD 3,Y,Nursing,1030.0,200508,CHEM 1151,C,CHEM 1151L,B,MATH 1111,B,COMM 1110,A,200602,ARTH 1100,B,ENGL 1102,A,HIST 2112,A,On Campus,1,90.0,3.19,4.0,3.0,B,15,15,16.0,16.0,0,0,0,0.0
18,F,BGD 3,Y,Nursing,950.0,200608,CHEM 1151,C,ENGL 1101,B,CHEM 1151L,A,COMM 1110,A,200702,ENGL 1102,B,ITDS 2735,A,ENGL 1102,B,On Campus,1,90.0,3.64,4.0,2.0,B,15,15,16.0,12.0,0,0,0,0.0
18,F,BGD 3,N,Nursing,870.0,200708,CHEM 1151,C,CHEM 1151L,B,HIST 2112,B,ENGL 1101,A,200802,MUSC 1100,B,COMM 1110,A,ENGL 1102,A,On Campus,1,0.0,2.61,3.0,3.0,B,16,16,16.0,16.0,0,0,0,0.0
18,F,BGD 1,Y,Health Science,990.0,200808,CHEM 1151,C,CHEM 1151L,B,ENGL 1101,B,HIST 1111,B,200902,ENGL 1102,B,COMM 1110,A,ITDS 2749,A,Off Campus,1,69.0,3.27,3.0,3.0,B,14,14,14.0,14.0,0,0,0,0.0
18,F,BGD 1,N,Pre-Nursing,1260.0,200908,CHEM 1151,C,CHEM 1151L,B,HIST 2111,B,ITDS 2749,A,201002,POLS 1101,B,COMM 1110,A,ENGL 1102,A,Off Campus,1,0.0,3.6,3.0,2.0,B,14,14,15.0,15.0,0,1324500,2180340,-417420.0
18,F,BGD 1,Y,Pre-Nursing,1070.0,200908,CHEM 1151,C,CHEM 1151L,B,SOCI 1101,B,ENGL 1101,A,201002,MATH 1111,B,COMM 1110,A,ENGL 1102,A,Off Campus,1,69.0,3.4,2.0,3.0,B,14,14,16.0,16.0,568800,1316580,747780,151380.0
18,F,BGD 1,N,Pre-Nursing,990.0,201008,CHEM 1151,C,PSYC 1101,B,CHEM 1151L,A,ENGL 1101,A,201102,POLS 1101,B,ENGL 1102,A,HIST 2111,A,Off Campus,1,5932.0,3.17,3.0,3.0,B,15,11,16.0,16.0,0,0,0,0.0
18,F,BGD 1,Y,Pre-Nursing,1190.0,201008,CHEM 1151,C,HIST 2111,B,MATH 1101,B,CHEM 1151L,A,201102,CPSC 1105,B,ENGL 1102,A,ENGL 1102,B,Off Campus,1,69.0,3.66,3.0,3.0,B,15,15,13.0,13.0,0,0,0,0.0
18,F,BGD 4,Y,Pre-Nursing,1030.0,201008,CHEM 1151,C,ECON 2105,B,HIST 1112I,B,HIST 2111,B,201102,POLS 1101,B,ENGL 1101,A,MUSC 1100,A,On Campus,0,138.0,2.9,2.0,2.0,B,18,18,16.0,16.0,0,0,0,0.0
18,F,BGD 1,Y,Nursing,1220.0,200508,CHEM 1151L,C,ARTH 1100,B,SPAN 1001,B,CHEM 1151,A,200602,SPAN 1002,B,ITDS 2748,A,HIST 2112,A,On Campus,0,150.0,3.23,2.0,2.0,B,15,15,13.0,13.0,0,0,0,0.0
17,F,BGD 1,Y,Biology,990.0,200508,CHEM 1211,C,CHEM 1211L,B,HIST 1112,B,MATH 1111,B,200602,THEA 1100,B,MATH 1113,A,MUSC 1100,A,On Campus,1,0.0,3.8,1.0,1.0,B,15,15,16.0,13.0,1041720,1138980,97260,639600.0
17,M,BGD 6,N,Marketing,590.0,200608,CHEM 1211,C,CHEM 1211L,B,ENGL 1101,B,ENGL 1101,A,200702,ENGL 1102,B,MATH 1111,A,THEA 1100,A,Off Campus,1,0.0,3.69,3.0,3.0,B,14,10,14.0,14.0,0,0,128160,0.0
