STUDENT IDENTIFIER,STDNT_AGE,STDNT_GENDER,STDNT_BACKGROUND,IN_STATE_FLAG,INTERNATIONAL_STS,STDNT_MAJOR,STDNT_MINOR,STDNT_TEST_ENTRANCE_COMB,FIRST_TERM,CORE_COURSE_NAME_1_F,CORE_COURSE_GRADE_1_F,CORE_COURSE_NAME_2_F,CORE_COURSE_GRADE_2_F,CORE_COURSE_NAME_3_F,CORE_COURSE_GRADE_3_F,SECOND_TERM,CORE_COURSE_NAME_1_S,CORE_COURSE_GRADE_1_S,CORE_COURSE_NAME_2_S,CORE_COURSE_GRADE_2_S,CORE_COURSE_NAME_3_S,CORE_COURSE_GRADE_3_S,HOUSING_STS,RETURNED_2ND_YR,DISTANCE_FROM_HOME,HIGH_SCHL_GPA,HIGH_SCHL_NAME,FATHER_HI_EDU_DESC,MOTHER_HI_EDU_DESC,DEGREE_GROUP_DESC,FIRST_TERM_ATTEMPT_HRS,FIRST_TERM_EARNED_HRS,SECOND_TERM_ATTEMPT_HRS,SECOND_TERM_EARNED_HRS,GROSS_FIN_NEED,COST_OF_ATTEND,EST_FAM_CONTRIBUTION,UNMET_NEED
7986390,23,F,BGD 1,Y,N,Biology,N,1030.0,201008,HIST 2112,A,ITDS 1156,A,ITDS 2735,A,201102,POLS 1101,B,COMM 1110,A,ENGL 1101,A,Off Campus,1,69.0,3.18,SCHOOL 34,College/Beyond,College/Beyond,Bachelors,13,13,16.0,12.0,0,0,0,0.0
7973019,18,F,BGD 6,Y,N,Music Education,N,990.0,200908,ITDS 1145,A,ITDS 2735,A,ITDS 1145,A,201002,ENGL 1101,B,COMM 1110,A,MUSC 1100,A,On Campus,1,235.0,3.85,SCHOOL 219,High School,High School,Bachelors,14,14,19.0,19.0,982740,1418100,435360,269760.0
7945452,18,F,BGD 1,Y,N,Nursing,N,1190.0,200508,MATH 1111,A,POLS 1101,A,CHEM 1151L,A,200602,MATH 1113,B,COMM 1110,A,ENGL 1101,A,Off Campus,0,1854.0,4.0,SCHOOL 11,Other/Unknown,High School,Bachelors,12,12,12.0,12.0,121020,1151640,1030620,-173940.0
7836166,18,F,BGD 3,Y,N,Theatre Arts,N,1110.0,201008,MATH 1113,A,LEAD 1705,A,THEA 1100I,A,201102,ENGL 1102,B,COMM 1110,A,POLS 1101,A,On Campus,1,150.0,3.3,SCHOOL 310,High School,Other/Unknown,Bachelors,15,15,16.0,16.0,0,0,0,0.0
7954240,17,F,BGD 3,N,N,Biology,N,1190.0,200608,PSYC 1101,A,SPAN 1001,A,ENGL 1101,B,200702,ECON 2106,B,COMM 1110,A,SPAN 1002,A,On Campus,0,150.0,4.0,SCHOOL 54,College/Beyond,College/Beyond,Bachelors,15,15,14.0,14.0,0,1160520,2594220,-205440.0
7757507,19,F,BGD 1,N,Y,Sociology,Women's Studies,1110.0,200708,THEA 1100,A,POLS 2401,A,ENGL 1101,B,200802,COMM 1110,B,ENGL 2136,A,ITDS 2748,A,On Campus,0,69.0,3.26,SCHOOL 16,No Information,No Information,Bachelors,12,12,13.0,13.0,0,259680,0,-629040.0
8034694,18,M,BGD 1,Y,N,General Business,N,1220.0,200708,ARTH 1100,B,ENGL 1101,A,MATH 1113,A,200802,ENGL 1102,B,COMM 1110,A,POLS 1101,A,On Campus,1,150.0,3.36,SCHOOL 175,No Information,No Information,Bachelors,16,16,15.0,15.0,0,0,0,0.0
7874724,18,F,BGD 1,N,N,English and Secondary Ed,N,1150.0,200808,ARTH 1100,B,ANTH 1105,A,COMM 1110,A,200902,ASTR 1105,B,ENGL 1102,A,ENGL 1102,B,Off Campus,1,0.0,3.86,SCHOOL 1,College/Beyond,College/Beyond,Bachelors,14,14,16.0,16.0,37380,915000,877620,7380.0
7986482,17,F,BGD 1,Y,N,English Language/Literature,Theatre Arts,1190.0,200708,BIOL 1125,B,HIST 2112,A,MATH 1101,A,200802,ANTH 1105,B,ENGL 1102,A,FREN 1001,A,Off Campus,1,69.0,3.5,SCHOOL 10,High School,College/Beyond,Bachelors,12,12,13.0,13.0,848520,1201500,352980,311640.0
7857511,18,F,BGD 3,Y,N,Nursing,Psychology,870.0,200608,CHEM 1151,B,CHEM 1151L,A,ENGL 1101,A,200702,ENGL 1102,B,COMM 1110,A,HIST 2112,A,On Campus,1,138.0,3.64,SCHOOL 79,High School,College/Beyond,Bachelors,12,12,13.0,13.0,0,0,0,0.0
7837919,18,F,BGD 1,Y,N,Pre-Nursing,N,1110.0,200908,CHEM 1151L,B,CHEM 1151,A,ITDS 2749,A,201002,HIST 2112,B,COMM 1110,A,ENGL 1102,A,On Campus,1,69.0,3.73,SCHOOL 27,High School,High School,Bachelors,13,13,14.0,14.0,858540,1418100,559560,237780.0
7985839,18,F,BGD 1,Y,N,Biology,N,990.0,200508,CHEM 1211,B,CHEM 1211L,A,ENGL 1101,A,200602,MATH 1111,B,ENGL 1102,A,MUSC 1100,A,On Campus,1,69.0,3.4,SCHOOL 130,High School,Other/Unknown,Bachelors,13,13,17.0,14.0,0,0,0,0.0
7805065,18,F,BGD 1,Y,N,History,N,1070.0,200508,COMM 1110,B,ENGL 1101,A,HIST 2111,A,200602,HIST 1111,B,ENGL 1102,A,THEA 1100,A,Off Campus,1,69.0,2.93,SCHOOL 27,College/Beyond,No Information,Bachelors,12,12,13.0,13.0,0,0,0,0.0
7794344,18,F,BGD 1,Y,N,Music,N,1380.0,200608,COMM 1110,B,MATH 1125,A,Unknown,C,200702,MUSC 1100,B,ENGL 1102,A,Unknown,C,Off Campus,1,138.0,3.17,SCHOOL 61,College/Beyond,High School,Bachelors,15,15,17.0,17.0,445560,1160520,714960,146400.0
8016987,18,F,BGD 1,Y,N,English and Secondary Ed,Creative Writing,1220.0,201008,COMM 1110,B,ENGL 1101,A,MATH 1111,A,201102,ITDS 1156,B,CPSC 1105,A,ENGL 1102,A,Off Campus,1,69.0,3.66,SCHOOL 2,College/Beyond,College/Beyond,Bachelors,15,15,12.0,12.0,0,0,0,0.0
7774180,18,F,BGD 1,Y,N,Computer Science - Systems,N,1190.0,200508,CPSC 1301,B,ENGL 1102,A,MATH 1113,A,200602,PSYC 1101,B,COMM 1110,A,HIST 2112,A,On Campus,1,69.0,2.93,SCHOOL 46,College/Beyond,College/Beyond,Bachelors,14,14,14.0,14.0,0,0,0,0.0
7939409,17,M,BGD 3,N,N,Computer Science - Games,N,1030.0,200808,CPSC 1301,B,CPSC 1301L,A,FREN 1001,A,200902,PSYC 1101,B,MATH 1111,A,THEA 1100,A,On Campus,1,215.0,3.57,SCHOOL 12,College/Beyond,College/Beyond,Bachelors,15,15,16.0,16.0,0,1306020,2953380,-347580.0
7995375,18,F,BGD 3,Y,N,Computer Science - Systems,N,1070.0,200908,CPSC 1301,B,CPSC 1301L,A,COMM 1110H,A,201002,ENGL 1101,B,HIST 2111,A,MATH 1111,A,On Campus,1,150.0,3.64,SCHOOL 38,High School,High School,Bachelors,12,12,15.0,12.0,1376280,1418100,41820,182100.0
8007789,19,F,BGD 2,Y,N,Pre-Business,N,950.0,201008,ECON 2106,B,HIST 2111,A,ENGL 1101,B,201102,ECON 2105,B,ENGL 1101,A,MATH 1111,A,Off Campus,1,69.0,3.88,SCHOOL 10,Other/Unknown,Other/Unknown,Bachelors,13,9,14.0,14.0,0,0,0,0.0
7961269,18,F,BGD 1,Y,N,Biology,N,640.0,200508,ENGL 1101,B,HIST 2111,A,MATH 1111,A,200602,POLS 1101,B,ENGL 1102,A,MATH 1113,A,Off Campus,1,69.0,3.69,SCHOOL 2,No Information,No Information,Bachelors,14,14,12.0,12.0,0,0,0,0.0
7772245,18,M,BGD 1,Y,N,Theatre Arts,N,1070.0,200508,ENGL 1101,B,ITDS 2735,A,MATH 1101,A,200602,ENGL 1102,B,POLS 2401,A,PSYC 1101,B,On Campus,1,190.0,3.21,SCHOOL 73,High School,High School,Bachelors,15,15,18.0,13.0,739500,1146420,406920,293820.0
7871434,18,M,BGD 3,Y,N,Biology,N,1110.0,200508,ENGL 1101,B,HIST 2111,A,ITDS 2735,A,200602,ECON 2106,B,ARTH 1100,A,COMM 1110,A,Off Campus,1,0.0,2.93,SCHOOL 10,College/Beyond,College/Beyond,Bachelors,15,15,16.0,13.0,0,336960,0,-288180.0
7998899,18,F,BGD 3,Y,N,Biology,N,990.0,200608,ENGL 1101,B,COMM 1110,A,ENGL 1101,B,200702,HIST 2112,B,ENGL 1102,A,MATH 1113,A,On Campus,1,91.0,4.0,SCHOOL 272,High School,High School,Bachelors,16,16,14.0,14.0,0,0,0,0.0
7935462,18,F,BGD 3,Y,N,Middle Grades Education,N,990.0,200608,ENGL 1101,B,COMM 1110,A,MATH 1131,A,200702,HIST 2112,B,ENGL 1102,A,MATH 1132,A,On Campus,1,150.0,3.23,SCHOOL 120,High School,High School,Bachelors,14,14,14.0,14.0,0,0,0,0.0
7762028,18,F,BGD 1,Y,N,Music Performance,N,950.0,200708,ENGL 1101,B,FREN 1001,A,ENGL 1101,B,200802,MATH 1101,B,MUSC 1100,A,COMM 1110,A,On Campus,1,69.0,2.84,SCHOOL 153,High School,High School,Bachelors,13,13,16.0,16.0,73860,902760,828900,0.0
7763617,18,F,BGD 6,Y,N,Music,N,590.0,200708,ENGL 1101,B,FREN 1001,A,MATH 1111,A,200802,ENGL 1102,B,ANTH 1105,A,FREN 1002,A,Off Campus,1,90.0,3.5,SCHOOL 33,College/Beyond,College/Beyond,Bachelors,17,17,20.0,20.0,0,326880,0,-326880.0
7988389,18,F,BGD 1,Y,N,Undeclared,N,910.0,200708,ENGL 1101,B,ARTH 1100,A,HIST 2111,A,200802,PSYC 1101,B,ENGL 1102,A,ITDS 2749,A,Off Campus,1,69.0,3.5,SCHOOL 10,High School,High School,Bachelors,12,12,12.0,12.0,0,0,0,0.0
7938335,18,M,BGD 1,Y,N,Chemistry,N,990.0,200708,ENGL 1101,B,CHEM 1211,A,CHEM 1211L,A,200802,POLS 1101,B,HIST 2112,A,MATH 1131,A,Off Campus,1,69.0,3.77,SCHOOL 130,High School,High School,Bachelors,13,13,14.0,14.0,847440,1189920,342480,520560.0
7895667,17,F,BGD 1,Y,N,Psychology,N,1260.0,200808,ENGL 1101,B,MATH 1113,A,POLS 1101,A,200902,ARTH 1100,B,ANTH 1105,A,ECON 2106,A,Off Campus,1,69.0,3.92,SCHOOL 2,High School,High School,Bachelors,12,12,18.0,18.0,0,1264860,1279500,-347580.0
7916742,18,F,BGD 1,Y,N,Early Childhood Education,N,870.0,200808,ENGL 1101,B,ARTH 1100,A,ENGL 1101,B,200902,HIST 2112,B,ENGL 1102,A,MATH 1101,A,Off Campus,1,69.0,2.87,SCHOOL 10,High School,College/Beyond,Bachelors,12,12,12.0,12.0,116460,1255740,1139280,-255120.0
7810206,18,F,BGD 3,Y,N,Accounting,N,870.0,200808,ENGL 1101,B,HIST 1111,A,MUSC 1100,A,200902,ECON 2105,B,ENGL 1102,A,ITDS 2749,A,Off Campus,1,69.0,3.56,SCHOOL 11,High School,High School,Bachelors,14,11,12.0,8.0,0,0,0,0.0
7958354,18,F,BGD 3,N,N,Chemistry,N,1030.0,200808,ENGL 1101,B,CHEM 1211,A,CHEM 1211L,A,200902,ENGL 1102,B,ECON 2105,A,HIST 2111,A,Off Campus,1,0.0,3.73,SCHOOL 15,High School,High School,Bachelors,14,14,17.0,17.0,983160,983160,0,444300.0
7772814,18,F,BGD 6,Y,N,Art,N,1110.0,200908,ENGL 1101,B,SOCI 1101,A,MUSC 1100,B,201002,GEOL 1110,B,ENGL 1102,A,ENGL 1102,B,Off Campus,1,0.0,3.56,SCHOOL 130,High School,College/Beyond,Bachelors,15,15,17.0,16.0,1254720,1316580,61860,396300.0
7806312,18,M,BGD 1,Y,N,Undeclared,N,990.0,200908,ENGL 1102,B,LEAD 1705,A,MUSC 1100,A,201002,HIST 2112,B,ANTH 1105I,A,ENGL 1102,B,Off Campus,1,69.0,3.12,SCHOOL 10,College/Beyond,College/Beyond,Bachelors,14,14,14.0,10.0,0,0,0,0.0
7844745,18,F,BGD 1,Y,N,Undeclared,N,990.0,200908,ENGL 1102,B,COMM 1110,A,HIST 2111,A,201002,MATH 1131,B,CHEM 1211,A,CHEM 1211L,A,On Campus,1,90.0,3.25,SCHOOL 262,Other/Unknown,Other/Unknown,Bachelors,15,15,16.0,16.0,696120,1418100,721980,278700.0
7759359,18,F,BGD 1,Y,N,Art,N,1030.0,200508,ENVS 1105,B,ARTH 1100,A,ENGL 1101,A,200602,POLS 1101,B,COMM 1110,A,ENGL 1102,A,On Campus,1,69.0,3.42,SCHOOL 25,High School,High School,Bachelors,15,15,15.0,15.0,0,0,0,0.0
7948195,18,F,BGD 1,Y,N,Marketing,N,1030.0,200508,ENVS 1105,B,COMM 1110,A,MATH 1111,A,200602,ECON 2106,B,ENGL 1101,A,ENGL 1102,B,On Campus,1,69.0,3.73,SCHOOL 111,High School,High School,Bachelors,13,13,15.0,15.0,0,0,0,0.0
7917488,19,F,BGD 1,Y,N,Spanish,Art,1070.0,200908,ENVS 1105I,B,ARTH 1100,A,COMM 1110,A,201002,ENGL 1102,B,LEAD 1705,A,POLS 1101,A,On Campus,1,235.0,3.9,SCHOOL 20,College/Beyond,Other/Unknown,Bachelors,15,15,17.0,17.0,1289880,1410180,120300,503460.0
7788754,18,M,BGD 1,Y,N,Undeclared,N,1110.0,200908,HIST 1111,B,COMM 1110,A,ENGL 1101,A,201002,POLS 1101,B,CHEM 1211,A,CHEM 1211L,A,Off Campus,0,69.0,3.93,SCHOOL 11,High School,College/Beyond,Bachelors,16,16,16.0,16.0,902220,1316580,414360,484800.0
7894872,18,F,BGD 3,Y,N,Music Performance,N,1070.0,201008,HIST 1112I,B,ITDS 2735,A,ITDS 2735,A,201102,MUSC 1100,B,FREN 1001,A,ITDS 2735,A,On Campus,1,69.0,3.03,SCHOOL 28,High School,College/Beyond,Bachelors,14,9,16.0,16.0,0,0,0,0.0
7912775,18,F,BGD 1,Y,N,Early Childhood Education,N,910.0,200608,HIST 2111,B,COMM 1110,A,ENGL 1101,A,200702,HIST 1111,B,ENGL 1102,A,ITDS 2727,A,On Campus,1,90.0,2.77,SCHOOL 33,Other/Unknown,College/Beyond,Bachelors,15,15,15.0,15.0,0,0,0,0.0
7805773,18,F,BGD 1,Y,N,Health Science,N,950.0,200708,HIST 2111,B,ARTH 1100,A,ENGL 1101,A,200802,POLS 1101,B,ENGL 1102,A,ITDS 2726,A,Off Campus,1,69.0,3.25,SCHOOL 25,High School,High School,Bachelors,15,15,16.0,16.0,1167840,1297440,129600,396389.39999999997
7919388,18,M,BGD 1,Y,N,Finance,N,1030.0,200708,HIST 2111,B,ENGL 1101,A,MATH 1111,A,200802,ECON 2106,B,COMM 1110,A,ITDS 2749,A,Off Campus,1,69.0,3.46,SCHOOL 10,Middle School/Junior High,High School,Bachelors,13,13,14.0,14.0,0,326880,0,-357840.0
7794527,18,F,BGD 1,Y,N,General Business,N,1110.0,200708,HIST 2111,B,THEA 1100,A,ENGL 1101,B,200802,POLS 1101,B,COMM 1110,A,ENGL 1102,A,Off Campus,1,90.0,3.55,SCHOOL 263,No Information,No Information,Bachelors,13,13,14.0,14.0,0,0,0,0.0
7881085,18,M,BGD 6,N,N,Undeclared,N,1150.0,200808,HIST 2111,B,ENGL 1101,A,MATH 1113,A,200902,ENGL 1102,B,FREN 1001,A,ITDS 1155,A,Off Campus,1,69.0,3.81,SCHOOL 10,No Information,No Information,Bachelors,14,14,15.0,15.0,0,403680,0,-347580.0
7888239,18,F,BGD 1,Y,N,Marketing,N,1260.0,200808,HIST 2111,B,ARTH 1100,A,ECON 2106,A,200902,HIST 2112,B,ECON 2105,A,PSYC 1101,B,Off Campus,0,0.0,3.0,SCHOOL 8,High School,High School,Bachelors,19,19,12.0,12.0,0,108960,0,-108960.0
7758261,18,M,BGD 4,Y,N,Biology,N,1030.0,200908,HIST 2111,B,ENGL 1101,A,FREN 1001,A,201002,BIOL 1215K,B,COMM 1110,A,ECON 2105,A,Off Campus,1,69.0,3.64,SCHOOL 11,High School,College/Beyond,Bachelors,14,14,13.0,13.0,490500,1324500,834000,73080.0
7882163,18,M,BGD 7,Y,N,Theatre Arts,N,870.0,201008,HIST 2111,B,ENGL 1101,A,MATH 1111,B,201102,BIOL 1125,B,ITDS 2735,A,MATH 1101,A,On Campus,1,117.0,3.86,SCHOOL 486,College/Beyond,College/Beyond,Bachelors,17,13,15.0,15.0,0,0,0,0.0
7970444,19,F,BGD 1,Y,N,Theatre Education,Theatre Arts,1070.0,200708,HIST 2112,B,ENGL 1101,A,THEA 1100,B,200802,THEA 1100,B,ENGL 1102,A,COMM 1110,A,Off Campus,1,138.0,3.3,SCHOOL 315,High School,No Information,Bachelors,13,13,13.0,13.0,1093200,1297440,204240,766320.0
7804680,18,F,BGD 1,Y,N,Theatre Arts,N,1220.0,200808,HIST 2112,B,THEA 1100,A,POLS 1101,A,200902,MATH 1111,B,ENGL 1102,A,SPAN 1001,A,Off Campus,1,69.0,3.37,SCHOOL 87,Other/Unknown,College/Beyond,Bachelors,16,16,16.0,16.0,0,0,0,0.0
7999031,18,F,BGD 3,Y,N,Pre-Nursing,Biology,1150.0,200808,ITDS 1155,B,CPSC 1105,A,CHEM 1151,A,200902,ENGL 1101,B,MATH 1125,A,THEA 1100,A,On Campus,1,0.0,3.81,SCHOOL 34,College/Beyond,Other/Unknown,Bachelors,13,13,13.0,13.0,0,0,0,0.0
7892974,17,F,BGD 1,Y,N,Undeclared,N,1300.0,200708,ITDS 2735,B,ANTH 1105,A,ENGL 1101,A,200802,POLS 1101,B,ENGL 1102,A,FREN 1001,A,On Campus,0,0.0,3.64,SCHOOL 135,Other/Unknown,College/Beyond,Bachelors,14,14,12.0,12.0,0,0,0,0.0
8013020,17,F,BGD 3,Y,N,Psychology,N,1110.0,200908,MATH 1101,B,ENGL 1101,A,HIST 2111,A,201002,CHEM 1151,B,CHEM 1151L,A,COMM 1110,A,Off Campus,1,0.0,3.14,SCHOOL 130,College/Beyond,College/Beyond,Bachelors,15,15,15.0,15.0,1324500,1324500,0,0.0
7874204,18,F,BGD 1,Y,N,Early Childhood Education,N,530.0,200508,MATH 1111,B,HIST 2111,A,LEAD 1705,A,200602,ENVS 1105,B,ENGL 1101,A,ITDS 2735,A,On Campus,1,90.0,3.57,SCHOOL 100,High School,College/Beyond,Bachelors,14,14,15.0,15.0,0,1146420,1441800,-558180.0
7864921,18,F,BGD 2,Y,N,Undeclared,N,830.0,200508,MATH 1111,B,HIST 2112,A,ITDS 2735,A,200602,ENGL 1101,B,ARTH 1100,A,MATH 1125,A,Off Campus,1,0.0,3.86,SCHOOL 34,Other/Unknown,College/Beyond,Bachelors,14,14,14.0,14.0,0,0,0,0.0
8026886,18,M,BGD 3,N,N,Engineering Studies,N,1030.0,200608,MATH 1111,B,ENGL 1101,A,HIST 2112,A,200702,CPSC 1301,B,CPSC 1301L,A,POLS 1101,A,Off Campus,1,0.0,2.72,SCHOOL 34,College/Beyond,College/Beyond,Bachelors,15,15,14.0,11.0,0,0,0,0.0
7798797,17,F,BGD 1,Y,N,Early Childhood Education,N,1070.0,200708,MATH 1111,B,ARTH 1100,A,ENGL 1101,A,200802,ECON 2106,B,COMM 1110,A,ENGL 1102,A,Off Campus,1,69.0,3.47,SCHOOL 2,High School,High School,Bachelors,13,9,15.0,15.0,0,0,0,0.0
7854910,18,F,BGD 1,Y,N,Early Childhood Education,History,1150.0,200708,MATH 1111,B,ARTH 1100,A,ENGL 1101,A,200802,ECON 2106,B,ENGL 1102,A,HIST 2111,A,Off Campus,1,69.0,3.74,SCHOOL 130,High School,College/Beyond,Bachelors,16,16,17.0,17.0,521040,1189920,668880,20160.0
7939615,18,M,BGD 1,Y,N,Chemistry,N,1300.0,200508,MATH 1113,B,CHEM 1211,A,CHEM 1211L,A,200602,MATH 1131,B,ENGL 1102,A,POLS 1101,A,Off Campus,1,69.0,3.81,SCHOOL 1,College/Beyond,College/Beyond,Bachelors,16,16,14.0,14.0,0,0,0,0.0
7902451,18,M,BGD 1,Y,N,Undeclared,N,990.0,200808,MATH 1113,B,POLS 1101,A,ENGL 1101,B,200902,ENGL 1101,B,ARTH 1100,A,ECON 2106,A,Off Campus,0,69.0,3.81,SCHOOL 153,No Information,No Information,Bachelors,16,16,14.0,14.0,0,0,0,0.0
7793553,18,M,BGD 1,Y,N,Mathematics and Secondary Ed,N,1110.0,200508,MUSC 1100,B,ENGL 1101,A,MATH 1113,A,200602,PSYC 1101,B,COMM 1110,A,ENGL 1102,A,Off Campus,1,90.0,3.87,SCHOOL 52,College/Beyond,College/Beyond,Bachelors,15,15,15.0,14.0,0,0,0,0.0
7949855,18,M,BGD 3,Y,N,Psychology,N,910.0,200608,MUSC 1100,B,ENGL 1101,A,HIST 2112,A,200702,PSYC 1101,B,ENGL 1102,A,ENGL 1102,B,On Campus,1,69.0,3.57,SCHOOL 234,High School,High School,Bachelors,12,12,14.0,10.0,1176420,1176420,0,173760.0
7998057,18,F,BGD 1,Y,N,Accounting,N,1150.0,200608,POLS 1101,B,ANTH 1105,A,ENGL 1102,A,200702,HIST 2111,B,COMM 1110,A,ITDS 2735,A,Off Campus,0,0.0,3.93,SCHOOL 130,College/Beyond,College/Beyond,Bachelors,14,14,13.0,13.0,0,0,0,0.0
7902933,18,F,BGD 1,Y,N,Pre-Business,N,990.0,200908,POLS 1101,B,ENGL 1101,A,ENGL 1101,B,201002,ENGL 1102,B,COMM 1110,A,MATH 1111,A,On Campus,1,150.0,3.46,SCHOOL 38,College/Beyond,High School,Bachelors,13,9,12.0,12.0,526740,1418100,891360,109320.0
7877207,18,M,BGD 1,Y,N,Music Education,N,590.0,200908,POLS 1101H,B,ITDS 2735,A,PHYS 1125,A,201002,ENGL 1101,B,MUSC 1100,A,MUSC 1100,A,On Campus,1,150.0,3.93,SCHOOL 273,High School,High School,Bachelors,15,15,18.0,18.0,798960,1418100,619140,222300.0
7763963,18,F,BGD 1,Y,N,Psychology,N,1150.0,200508,PSYC 1101,B,ENGL 1101,A,MATH 1111,A,200602,POLS 1101,B,COMM 1110,A,ENGL 1102,A,On Campus,0,90.0,3.64,SCHOOL 137,Other/Unknown,High School,Bachelors,13,13,17.0,17.0,0,0,0,0.0
7873980,17,F,BGD 4,Y,N,Psychology,Early Childhood Education,1220.0,200608,PSYC 1101,B,LEAD 1705,A,ENGL 1101,B,200702,COMM 1110H,B,POLS 1101,A,ENGL 1102,B,On Campus,1,69.0,3.53,SCHOOL 3,High School,High School,Bachelors,15,12,17.0,14.0,0,0,0,0.0
7942260,18,F,BGD 1,Y,N,Undeclared,N,950.0,200708,PSYC 1101,B,ENGL 1101,A,HIST 2111,A,200802,CHEM 1151L,B,ARTH 1100,A,CHEM 1151,A,On Campus,1,138.0,3.33,SCHOOL 79,High School,High School,Bachelors,16,15,14.0,14.0,0,0,0,0.0
8002068,18,F,BGD 1,Y,N,Music Performance,N,1220.0,200808,PSYC 1101,B,COMM 1110,A,HIST 1112,A,200902,HIST 2111,B,ENGL 1102,A,POLS 1101,A,Off Campus,0,138.0,3.34,SCHOOL 179,College/Beyond,High School,Bachelors,16,15,17.0,17.0,666900,945840,278940,291900.0
7858205,18,F,BGD 1,Y,N,Early Childhood Education,N,990.0,201008,PSYC 1101,B,HIST 1111,A,HIST 2111,A,201102,POLS 1101,B,CPSC 1105,A,COMM 1110,A,Off Campus,1,69.0,3.9,SCHOOL 27,High School,High School,Bachelors,16,12,18.0,18.0,0,0,0,0.0
7963035,18,F,BGD 1,Y,N,Pre-Nursing,Chemistry,910.0,201008,PSYC 1101,B,CHEM 1151,A,CHEM 1151L,A,201102,COMM 1110,B,STAT 1127,A,POLS 1101,A,Off Campus,1,90.0,3.37,SCHOOL 428,College/Beyond,College/Beyond,Bachelors,13,13,13.0,13.0,0,0,0,0.0
7998663,18,F,BGD 1,N,N,Pre-Nursing,N,950.0,201008,PSYC 1101,B,CHEM 1151,A,CHEM 1151L,A,201102,COMM 1110,B,STAT 1127,A,POLS 1101,A,Off Campus,1,0.0,3.0,SCHOOL 8,College/Beyond,College/Beyond,Bachelors,16,16,13.0,13.0,0,0,0,0.0
7952307,18,M,BGD 1,Y,N,Exercise Science,N,1150.0,200908,SOCI 1101,B,COMM 1110,A,ENGL 1101,A,201002,STAT 1127,B,CHEM 1211,A,CHEM 1211L,A,Off Campus,0,69.0,3.73,SCHOOL 11,College/Beyond,College/Beyond,Bachelors,15,15,16.0,16.0,0,451620,0,-436140.0
7934705,18,F,BGD 1,Y,N,Music Education,N,910.0,201008,SOCI 1101,B,HIST 2111,A,HIST 2111,B,201102,COMM 1110,B,ITDS 2735,A,MUSC 1100,A,On Campus,1,138.0,3.75,SCHOOL 452,No Information,No Information,Bachelors,12,12,20.0,20.0,0,0,0,0.0
7912946,18,M,BGD 6,Y,N,Music Education,N,990.0,200608,SPAN 1001,B,ENGL 1101,A,ENGL 1101,B,200702,ENGL 1102,B,COMM 1110,A,MUSC 1100,A,Off Campus,1,0.0,3.2,SCHOOL 44,College/Beyond,College/Beyond,Bachelors,15,15,17.0,17.0,1165920,1176420,10500,380760.0
7885794,18,F,BGD 1,Y,N,Undeclared,N,910.0,200608,SPAN 1001,B,ENGL 1101,A,PSYC 1101,A,200702,HIST 2112,B,COMM 1110,A,COMM 1110,A,Off Campus,1,69.0,3.6,SCHOOL 11,College/Beyond,College/Beyond,Bachelors,12,12,13.0,9.0,0,0,0,0.0
7943812,18,F,BGD 1,Y,N,Theatre Arts,N,590.0,201008,THEA 1100,B,ENGL 1101,A,MATH 1111,B,201102,HIST 2111,B,ITDS 2735,A,ENGL 1102,B,On Campus,1,150.0,3.2,SCHOOL 152,High School,High School,Bachelors,16,16,12.0,12.0,0,0,0,0.0
8001780,18,M,BGD 1,Y,N,Engineering Studies,N,1150.0,201008,THEA 1100,B,ENGL 1101,A,MATH 1111,A,201102,ECON 2106,B,ENGL 1102,A,HIST 2111,A,Off Campus,1,69.0,3.86,SCHOOL 11,College/Beyond,College/Beyond,Bachelors,12,12,15.0,15.0,0,0,0,0.0
7920715,18,F,BGD 1,Y,N,Music Education,N,530.0,200608,COMM 1110,C,ENGL 1101,A,ENGL 1101,B,200702,ENGL 1102,B,MUSC 1100,A,MUSC 1100,A,Off Campus,1,150.0,3.14,SCHOOL 74,High School,High School,Bachelors,13,13,13.0,13.0,0,0,0,0.0
7856917,18,F,BGD 1,N,N,Theatre Arts,N,1110.0,200608,ENGL 1101,C,THEA 1100,A,THEA 1100,B,200702,ITDS 2735,B,ENGL 1102,A,HIST 2111,B,Off Campus,1,190.0,3.47,SCHOOL 66,High School,College/Beyond,Bachelors,15,15,15.0,15.0,0,0,0,0.0
8013022,18,F,BGD 1,Y,N,Theatre Arts,N,990.0,201008,FREN 1001,C,ENGL 1101,A,MATH 1111,B,201102,ENGL 1102,B,SOCI 1101,A,THEA 1100,A,Off Campus,0,69.0,3.0,SCHOOL 11,College/Beyond,College/Beyond,Bachelors,15,11,20.0,20.0,0,0,0,0.0
7794749,18,F,BGD 1,Y,N,Pre-Business,History,910.0,200908,HIST 1111,C,ENGL 1101,A,HIST 2111,A,201002,POLS 1101,B,ECON 2105,A,ENGL 1102,A,Off Campus,1,69.0,3.28,SCHOOL 27,College/Beyond,College/Beyond,Bachelors,13,9,12.0,12.0,0,451620,0,-417420.0
7830588,18,M,BGD 3,Y,N,Music Performance,N,1110.0,201008,HIST 1112I,C,ENGL 1101,A,ITDS 2735,A,201102,ENGL 1102,B,MUSC 1100,A,ITDS 2735,A,On Campus,1,181.0,2.87,SCHOOL 115,High School,College/Beyond,Bachelors,14,14,15.0,15.0,0,0,0,0.0
